CRI Profile ver. 2.1 Structure View,CRI Profile ver. 2.1 Structure View,CRI Profile ver. 2.1 Structure View,CRI Profile ver. 2.1 Structure View,CRI Profile ver. 2.1 Structure View,CRI Profile ver. 2.1 Structure View,CRI Profile ver. 2.1 Structure View,CRI Profile ver. 2.1 Structure View,CRI Profile ver. 2.1 Structure View,,
088.208,DS,PR.PS-04.03,PROTECT / Platform Security / Log Record Generation,"PR.PS-04.03: The organization's activity logs and other security event logs are generated, reviewed, securely stored, and retained in accordance with data retention obligations and established standards.",Yes,Yes,Yes,Yes,"PR.PS-04
","DORA Level 1 (1), EBA (2), ECB CROE (2), FFIEC AIO (1), FFIEC CAT (2), FFIEC DAM (1), HKMA C-RAF (5), JFSA (1), MAS (1), NAIC IDSML (1), NYDFS Part 500 (2), OCC CSWP (3), OSFI B-13 (1), OSFI CSSA (2)"
089,S,PR.PS-05,PROTECT / Platform Security / Unauthorized Software Installation & Execution,PR.PS-05: Installation and execution of unauthorized software are prevented,,,,,"PR.PS-05
",
089.209,DS,PR.PS-05.01,PROTECT / Platform Security / Unauthorized Software Installation & Execution,"PR.PS-05.01: The organization has policies, procedures, and tools in place to detect and block malware from infecting networks and systems, including automatically updating malware signatures and behavior profiles on all endpoints.",Yes,Yes,Yes,Yes,"PR.PS-05
","APRA CPG 234 (1), EBA (1), ECB CROE (1), FFIEC CAT (7), HK SFC (1), HKMA C-RAF (10), JFSA (3), MAS (3), NYDFS Part 500 (1), OCC CSWP (1), OSFI B-13 (1), OSFI CSSA (1)"
089.210,DS,PR.PS-05.02,PROTECT / Platform Security / Unauthorized Software Installation & Execution,"PR.PS-05.02: The organization implements safeguards against unauthorized mobile code (e.g., JavaScript, ActiveX, VBScript, PowerShell, etc.) on mobile, end point, and server systems.",Yes,Yes,Yes,Yes,"PR.PS-05
","EBA (1), ECB CROE (1), FFIEC CAT (4), HK SFC (1), HKMA C-RAF (3), JFSA (1), MAS (1), NYDFS Part 500 (1), OCC CSWP (2), OSFI B-13 (1), OSFI CSSA (1)"
089.211,DS,PR.PS-05.03,PROTECT / Platform Security / Unauthorized Software Installation & Execution,"PR.PS-05.03: The organization has policies, procedures, and tools in place to detect, isolate, and block the use of attached malware or malicious links present in email or message services.",Yes,Yes,Yes,Yes,"PR.PS-05
","APRA CPG 234 (1), EBA (2), ECB CROE (1), FFIEC CAT (6), HK SFC (1), HKMA C-RAF (3), JFSA (1), MAS (2), NYDFS Part 500 (1), OCC CSWP (1), OSFI B-13 (1), OSFI CSSA (1)"
090,S,PR.PS-06,PROTECT / Platform Security / Secure Systems Development Practices,"PR.PS-06: Secure software development practices are integrated, and their performance is monitored throughout the software development life cycle",,,,,"PR.PS-06
",
090.212,DS,PR.PS-06.01,PROTECT / Platform Security / Secure Systems Development Practices,"PR.PS-06.01: The organization implements Secure Systems Development Lifecycle processes for in-house software design, configuration, and development, employing best practices from secure-by-design methodologies (e.g., secure coding, code review, application security testing, etc.) during all phases of both traditional and agile projects.",Yes,Yes,Yes,No,"PR.PS-06
","APRA CPG 234 (4), ASIC (1), EBA (9), ECB CROE (6), FFIEC AIO (3), FFIEC CAT (3), FFIEC DAM (5), HKMA C-RAF (8), JFSA (2), MAS (10), NYDFS Part 500 (2), OCC CSWP (2), OSFI B-13 (6), OSFI CSSA (3)"
090.213,DS,PR.PS-06.02,PROTECT / Platform Security / Secure Systems Development Practices,"PR.PS-06.02: The architecture, design, coding, testing, and operationalization of system solutions address the unique security, resilience, technical, and operational characteristics of the target platform environment(s) (e.g., distributed system, mainframe, cloud, API, mobile, database, etc.)",Yes,Yes,Yes,No,"PR.PS-06
","APRA CPG 234 (1), DORA Level 1 (1), EBA (1), FFIEC AIO (8), FFIEC CAT (2), FFIEC DAM (7), HKMA C-RAF (4), JFSA (1), MAS (6), NYDFS Part 500 (1), OSFI B-13 (6), OSFI CSSA (1)"
090.214,DS,PR.PS-06.03,PROTECT / Platform Security / Secure Systems Development Practices,"PR.PS-06.03: Functional, operational, resilience, and security requirements for system development and implementation projects are documented, agreed to by relevant stakeholders, and tracked and managed through development, testing, assurance, acceptance, and delivery.",Yes,Yes,Yes,No,"PR.PS-06
","APRA CPG 234 (5), DORA Level 1 (1), EBA (12), ECB CROE (3), FFIEC AIO (11), FFIEC CAT (1), FFIEC DAM (9), HKMA C-RAF (6), JFSA (3), MAS (4), NYDFS Part 500 (2), OSFI B-13 (4)"
090.215,DS,PR.PS-06.04,PROTECT / Platform Security / Secure Systems Development Practices,"PR.PS-06.04: Systems development and testing tools, processes, and environments employ security mechanisms to protect and improve the integrity and confidentiality of both the SDLC process and the resulting product (e.g., secured code repositories, segmented environments, automated builds, etc.)",Yes,Yes,Yes,No,"PR.PS-06
","APRA CPG 234 (2), EBA (5), ECB CROE (2), FFIEC AIO (2), FFIEC CAT (1), FFIEC DAM (9), HKMA C-RAF (1), JFSA (2), MAS (4), NYDFS Part 500 (1), OCC CSWP (1), OSFI B-13 (5), OSFI CSSA (1)"
090.216,DS,PR.PS-06.05,PROTECT / Platform Security / Secure Systems Development Practices,"PR.PS-06.05: A software security testing and validation strategy is developed and implemented in the development lifecycle of all software projects, defining testing requirements and plans; performing/automating testing, vulnerability scanning, and migration activities; and supporting code integrity verification (e.g., using digital signatures).",Yes,Yes,Yes,No,"PR.PS-06
","APRA CPG 234 (6), APRA CPS 234 (2), ASIC (1), DORA Level 1 (2), EBA (10), ECB CROE (6), FFIEC AIO (3), FFIEC CAT (6), FFIEC DAM (8), HKMA C-RAF (6), JFSA (4), MAS (9), NYDFS Part 500 (2), OCC CSWP (1), OSFI B-13 (5), OSFI CSSA (5)"
090.217,DS,PR.PS-06.06,PROTECT / Platform Security / Secure Systems Development Practices,"PR.PS-06.06: The system development lifecycle remediates known critical vulnerabilities, and critical vulnerabilities discovered during testing, prior to production deployment.",Yes,Yes,Yes,No,"PR.PS-06
","APRA CPG 234 (3), APRA CPS 234 (1), DORA Level 1 (2), EBA (9), ECB CROE (2), FFIEC AIO (2), FFIEC CAT (5), FFIEC DAM (3), HKMA C-RAF (7), JFSA (2), MAS (2), NYDFS Part 500 (1), OCC CSWP (2), OSFI B-13 (1), OSFI CSSA (2)"
090.218,DS,PR.PS-06.07,PROTECT / Platform Security / Secure Systems Development Practices,"PR.PS-06.07: DevOps/DevSecOps practices and procedures are aligned with Systems Development Lifecycle, security operations, and technology service management processes.",Yes,Yes,No,No,"PR.PS-06
","APRA CPG 234 (1), EBA (4), FFIEC AIO (1), FFIEC CAT (1), FFIEC DAM (7), HKMA C-RAF (1), JFSA (1), MAS (2), OSFI B-13 (3)"
090.219,DS,PR.PS-06.08,PROTECT / Platform Security / Secure Systems Development Practices,"PR.PS-06.08: The design, configuration, security control, and operation of key applications and system services are documented sufficiently to support ongoing management, operation, change, and assessment.",Yes,Yes,No,No,"PR.PS-06
","APRA CPG 234 (1), EBA (5), FFIEC AIO (1), FFIEC CAT (1), FFIEC DAM (8), HKMA C-RAF (2), MAS (2), OSFI B-13 (3)"
090.220,DS,PR.PS-06.09,PROTECT / Platform Security / Secure Systems Development Practices,"PR.PS-06.09: End-user developed solutions, to include models used to support critical business processes and decisions, are formally identified and managed in alignment with their criticality and risk.",Yes,Yes,No,No,"PR.PS-06
","APRA CPG 234 (4), EBA (1), FFIEC AIO (2), FFIEC CAT (1), MAS (2)"
090.221,DS,PR.PS-06.10,PROTECT / Platform Security / Secure Systems Development Practices,"PR.PS-06.10: The organization establishes policies and procedures for the secure design, configuration, modification, and operation of databases, data stores, and data analytics platforms consistent with the criticality of the data being managed.",Yes,Yes,Yes,No,"PR.PS-06
","APRA CPG 234 (3), ASIC (1), EBA (1), FFIEC AIO (4), FFIEC CAT (4), FFIEC DAM (2), OSFI B-13 (4)"
091,S,PR.PS-07,"PROTECT / Platform Security / Technology Operations, Service, & Support",PR.PS-07: The organization's technology operations and service and support functions are designed and managed to address business operational needs and stakeholder requirements.,,,,,"None
(CRI Addition)",
091.222,DS,PR.PS-07.01,"PROTECT / Platform Security / Technology Operations, Service, & Support","PR.PS-07.01: The organization's technology operations, process verification, error detection, issue management, root cause analysis, and problem management functions are formally documented, monitored, and KPIs are regularly reported to stakeholders.",Yes,Yes,No,No,"None
","APRA CPS 234 (1), EBA (4), FFIEC AIO (9), FFIEC CAT (1), FFIEC DAM (3), JFSA (1), MAS (2), OSFI B-13 (4)"
091.223,DS,PR.PS-07.02,"PROTECT / Platform Security / Technology Operations, Service, & Support","PR.PS-07.02: Technology service and support functions address stakeholder expectations (e.g., through stated requirements, SLAs, or OLAs) and performance is monitored and regularly reported to stakeholders.",Yes,Yes,No,No,"None
","EBA (1), FFIEC AIO (5), FFIEC CAT (1), FFIEC DAM (1), MAS (1), OSFI B-13 (1)"
092,C,PR.IR,PROTECT / Technology Infrastructure Resilience,"Technology Infrastructure Resilience (PR.IR): Technology and security architectures are managed with the organization's risk strategy to protect asset confidentiality, integrity, and availability, and organizational resilience",,,,,"PR.IR
(CRI Modified)",
093,S,PR.IR-01,PROTECT / Technology Infrastructure Resilience / Logical Access Protections,PR.IR-01: Networks and environments are protected from unauthorized logical access and usage,,,,,"PR.IR-01
",
093.224,DS,PR.IR-01.01,PROTECT / Technology Infrastructure Resilience / Logical Access Protections,"PR.IR-01.01: Networks, systems, and external connections are segmented (e.g., using firewalls, software-defined networks, guest wireless networks, etc.) to implement defense-in-depth and access isolation principles.",Yes,Yes,Yes,Yes,"PR.IR-01
","APRA CPG 234 (4), DORA Level 1 (1), EBA (1), ECB CROE (8), FFIEC AIO (2), FFIEC CAT (7), HK SFC (1), HKMA C-RAF (12), JFSA (2), MAS (4), OCC CSWP (1), OSFI B-13 (1), OSFI CSSA (3)"
093.225,DS,PR.IR-01.02,PROTECT / Technology Infrastructure Resilience / Logical Access Protections,"PR.IR-01.02: Network device configurations (e.g., firewall rules, ports, and protocols) are documented, reviewed and updated regularly and upon change to ensure alignment with network access, segmentation, traversal, and deny-all default requirements.",Yes,Yes,Yes,Yes,"PR.IR-01
","APRA CPG 234 (1), DORA Level 1 (1), EBA (1), ECB CROE (4), FFIEC AIO (3), FFIEC CAT (7), HK SFC (1), HKMA C-RAF (9), JFSA (2), MAS (2), NYDFS Part 500 (1), OSFI B-13 (1), OSFI CSSA (5)"
093.226,DS,PR.IR-01.03,PROTECT / Technology Infrastructure Resilience / Logical Access Protections,"PR.IR-01.03: The integrity and resilience of the organization's communications and control network services are enhanced through controls such as denial of service protections, secure name/address resolution, and/or alternate communications paths.",Yes,Yes,Yes,No,"PR.IR-01
","APRA CPG 234 (1), ECB CROE (1), FFIEC AIO (1), FFIEC BCM (4), FFIEC CAT (3), HK SFC (1), HKMA C-RAF (2), JFSA (3), MAS (1), OCC CSWP (1), OSFI B-13 (1), OSFI CSSA (2)"
093.227,DS,PR.IR-01.04,PROTECT / Technology Infrastructure Resilience / Logical Access Protections,"PR.IR-01.04: The organization controls access to its wireless networks and the information that these networks process by implementing appropriate mechanisms (e.g., strong authentication for authentication and transmission, preventing unauthorized devices from connecting to the internal networks, restricting unauthorized traffic, and segregating guest wireless networks).",Yes,Yes,Yes,Yes,"PR.IR-01
","APRA CPG 234 (1), EBA (1), ECB CROE (1), FFIEC AIO (1), FFIEC CAT (6), HK SFC (1), HKMA C-RAF (10), JFSA (2), OSFI B-13 (1)"
093.228,DS,PR.IR-01.05,PROTECT / Technology Infrastructure Resilience / Logical Access Protections,"PR.IR-01.05: Remote access is carefully controlled (e.g., restricted to defined systems, access is actively managed (e.g., session timeouts, logging, forced disconnect, etc.), and encrypted connections with multi-factor authentication are used).",Yes,Yes,Yes,Yes,"PR.IR-01
","APRA CPG 234 (1), EBA (1), ECB CROE (4), FFIEC AIO (4), FFIEC CAT (3), HK SFC (2), HKMA C-RAF (9), JFSA (1), MAS (5), NYDFS Part 500 (4), OCC CSWP (1), OSFI B-13 (1), OSFI CSSA (2)"
093.229,DS,PR.IR-01.06,PROTECT / Technology Infrastructure Resilience / Logical Access Protections,PR.IR-01.06: The organization's production and non-production environments and data are segregated and managed to prevent unauthorized access or changes to the information assets.,Yes,Yes,Yes,No,"PR.IR-01
","APRA CPG 234 (3), APRA CPS 234 (1), EBA (2), ECB CROE (2), FFIEC AIO (1), FFIEC CAT (3), FFIEC DAM (3), HK SFC (1), HKMA C-RAF (2), JFSA (2), MAS (2), OCC CSWP (1), OSFI B-13 (2), OSFI CSSA (2)"
093.230,DS,PR.IR-01.07,PROTECT / Technology Infrastructure Resilience / Logical Access Protections,"PR.IR-01.07: The organization defines and implements controls for securely configuring and operating Operational Technologies, Industrial Control Systems, and Internet-of-Things (IoT) devices (e.g., segregated printer networks, resetting of default passwords, etc.)",Yes,Yes,Yes,No,"PR.IR-01
","APRA CPG 234 (1), EBA (1), FFIEC CAT (1), HKMA C-RAF (4), MAS (3), NYDFS Part 500 (1), OSFI B-13 (1), OSFI CSSA (2)"
093.231,DS,PR.IR-01.08,PROTECT / Technology Infrastructure Resilience / Logical Access Protections,"PR.IR-01.08: The organization implements policies, procedures, end-user agreements, and technical controls to address the risks of end-user mobile or personal computing devices accessing the organization's network and resources.",Yes,Yes,Yes,Yes,"PR.IR-01
","APRA CPG 234 (1), EBA (1), ECB CROE (1), FFIEC AIO (1), FFIEC CAT (1), HK SFC (1), HKMA C-RAF (8), NYDFS Part 500 (1), OSFI CSSA (4)"
094,S,PR.IR-02,PROTECT / Technology Infrastructure Resilience / Environmental Threat Protections,PR.IR-02: The organization’s technology assets are protected from environmental threats,,,,,"PR.IR-02
",
094.232,DS,PR.IR-02.01,PROTECT / Technology Infrastructure Resilience / Environmental Threat Protections,"PR.IR-02.01: The organization designs, documents, implements, tests, and maintains environmental and physical controls to meet defined business resilience requirements (e.g., environmental monitoring, dual power and communication sources, regionally separated backup processing facilities, etc.)",Yes,Yes,Yes,Yes,"PR.IR-02
","APRA CPG 234 (3), APRA CPS 234 (1), DORA Level 1 (9), EBA (5), ECB CROE (1), FFIEC AIO (6), FFIEC BCM (7), FFIEC CAT (1), HK SFC (1), JFSA (1), MAS (6), OCC CSWP (1), OSFI B-13 (4)"
095,S,PR.IR-03,PROTECT / Technology Infrastructure Resilience / Resilience Measures,PR.IR-03: Mechanisms are implemented to achieve resilience requirements in normal and adverse situations,,,,,"PR.IR-03
",
095.233,DS,PR.IR-03.01,PROTECT / Technology Infrastructure Resilience / Resilience Measures,"PR.IR-03.01:  The organization implements mechanisms (e.g., failsafe, load balancing, hot swaps, redundant equipment, alternate services, backup facilities, etc.) to achieve resilience requirements in normal and adverse situations.",Yes,Yes,Yes,No,"PR.IR-03
","DORA Level 1 (6), EBA (3), ECB CROE (1), FFIEC AIO (1), FFIEC BCM (7), FFIEC CAT (1), HKMA C-RAF (2), JFSA (3), MAS (2), OCC CSWP (2), OSFI B-13 (2), OSFI CSSA (1)"
096,S,PR.IR-04,PROTECT / Technology Infrastructure Resilience / Capacity Management,PR.IR-04: Adequate resource capacity to ensure availability is maintained,,,,,"PR.IR-04
",
096.234,DS,PR.IR-04.01,PROTECT / Technology Infrastructure Resilience / Capacity Management,PR.IR-04.01: Baseline measures of network and system utilization and transaction activity are captured to support capacity planning and anomalous activity detection.,Yes,Yes,No,No,"PR.IR-04
","APRA CPG 234 (1), ASIC (1), DORA Level 1 (2), EBA (2), ECB CROE (4), FFIEC AIO (1), FFIEC CAT (2), FFIEC DAM (2), HK SFC (1), HKMA C-RAF (5), JFSA (1), MAS (3), NYDFS Part 500 (1), OCC CSWP (2), OSFI B-13 (3), OSFI CSSA (3)"
096.235,DS,PR.IR-04.02,PROTECT / Technology Infrastructure Resilience / Capacity Management,"PR.IR-04.02: Technology availability and capacity is planned, monitored, managed, and optimized to meet business resilience objectives and reasonably anticipated infrastructure demands.",Yes,Yes,Yes,No,"PR.IR-04
","APRA CPG 234 (1), DORA Level 1 (4), EBA (2), FFIEC AIO (8), FFIEC BCM (1), FFIEC CAT (1), FFIEC DAM (1), HK SFC (1), HKMA C-RAF (1), JFSA (1), MAS (5), OCC CSWP (2), OSFI B-13 (1), OSFI CSSA (1)"
097,F,DE,DETECT,"DETECT (DE): Possible cybersecurity attacks and compromises, and other operationally adverse events, are found and analyzed",,,,,"DE
(CRI Modified)",
098,C,DE.CM,DETECT / Continuous Monitoring,"Continuous Monitoring (DE.CM): Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events",,,,,"DE.CM
",
